objname,ra,dec,distance,distance_err
ESO531-001,322.9668465,-23.9413474,30.88,6.817
ESO446-020,212.381058,-30.2779841,30.882,5.576
UGC11235,276.5027625,45.1355591,30.915,4.875
ESO427-026,105.5288295,-28.4575214,30.917,7.015
NGC2227,96.491634,-22.0048568,30.92,6.279
NGC0524,21.19875,9.5387778,30.925,1.71
NGC6798,291.0132915,53.62475,30.94,4.487
ESO377-034,169.268814,-34.9552479,30.945,6.366
NGC2604B,128.398413,29.4992148,30.946,7.401
ESO602-004,334.601274,-22.0529145,30.957,6.473
NGC0516,21.033633,9.5517082,30.959,5.501
NGC0470,19.936854,3.4099601,30.972,6.262
ESO372-016,140.2523625,-33.1915446,30.979,7.893
UGC06996,180.095226,78.8515859,30.98,7.36
IC2329,125.5811475,19.4159285,30.985,7.183
UGC11329,280.2167505,45.2614444,30.99,4.745
UGC01551,30.9062085,24.0755,31.015,4.155
ESO498-003,140.90199,-26.8817732,31.018,7.813
IC0065,15.2308665,47.6820135,31.021,4.269
NGC5494,213.100737,-30.6441137,31.027,5.614
ESO379-034,183.2904705,-34.3778384,31.029,5.407
NGC0514,21.016287,12.9173768,31.033,5.401
ESO511-050,217.885803,-25.3874279,31.039,5.597
NGC3442,163.2837705,33.9103583,31.05,7.548
ESO446-055,215.3734395,-27.9341293,31.052,5.587
NGC3530,167.168277,57.2301949,31.053,5.994
UGC09875,232.69713,23.0661035,31.057,6.966
UGC04540,130.645767,10.5848957,31.072,7.793
UGC08514,202.7487105,62.0246639,31.094,6.402
ESO426-025,98.6950935,-30.97889,31.099,6.233
NGC2962,145.224651,5.165805,31.1,1.43
NGC4233,184.282029,7.6243615,31.1,2.2
NGC3715,172.884639,-14.2313161,31.132,6.333
IC0719,175.077084,9.009869,31.155,5.526
UGC03960,115.0947645,23.2749997,31.157,6.805
NGC4598,190.0497675,8.3837296,31.171,4.785
UGC03468,96.821979,18.8098268,31.177,5.044
UGC04444,127.5070155,17.2598606,31.181,7.578
NGC2608,128.8215825,28.473466,31.186,7.405
ESO371-020,132.733494,-34.5375047,31.202,7.958
UGC08741,207.234747,59.8358839,31.202,6.481
NGC3065,150.480417,72.1702778,31.233,6.33
NGC4024,179.630109,-18.3468747,31.25,6.97
UGC04599,131.9236455,13.4191437,31.26,7.86
UGC03070,67.74852,-2.0033712,31.261,4.78
NGC2648,130.6658835,14.2855595,31.264,7.8
UGC01054,22.202916,34.3458333,31.275,4.537
UGC00320,8.128638,2.5740692,31.284,5.864
IC5039,310.809771,-29.8534028,31.296,6.896
NGC7173,330.513915,-31.9737459,31.3,2.02
UGC12069,337.692708,76.5111111,31.3,5.873
UGC11779,323.7050955,70.7721089,31.324,5.336
UGC04878,138.861795,31.401588,31.329,7.604
UGC03586,103.3737495,14.7289444,31.334,5.294
NGC6764,287.0682435,50.9331899,31.347,4.419
UGC00888,20.276037,5.4283685,31.357,5.926
UGC03257,80.435583,84.4822778,31.357,6.283
ESO512-021,222.0035925,-24.8865909,31.371,5.562
UGC12710,354.3898065,17.9962824,31.377,5.02
NGC0895,35.401959,-5.5213909,31.389,6.07
UGC04550,130.8164655,13.0857718,31.393,7.879
NGC4168,183.071931,13.2051931,31.4,1.9
ESO513-015,225.9442665,-25.8729433,31.405,5.536
UGC01020,21.683292,17.2644722,31.405,5.349
NGC3440,163.4563905,57.1187013,31.421,6.048
NGC4045,180.676083,1.9768187,31.425,5.542
NGC1888,80.64348,-11.4994847,31.433,5.791
NGC5323,206.40225,76.8283611,31.444,7.244
UGC10061,237.8114475,16.3279492,31.446,6.735
NGC5673,217.8788415,49.9588449,31.452,5.878
IC5007,310.892997,-29.7040005,31.47,6.904
NGC2888,141.5820765,-28.035192,31.508,7.979
ESO481-016,49.0383555,-24.1999403,31.518,5.912
ESO548-016,51.509949,-21.3401879,31.52,5.855
NGC0493,20.5374015,0.9455526,31.526,5.94
ESO428-009,108.814989,-29.2814116,31.531,7.539
NGC0502,20.7313755,9.0491667,31.564,5.507
UGC06684,175.8362325,31.4558196,31.567,6.06
ESO379-035,183.4134705,-34.4945378,31.571,5.498
ESO355-026,38.0732475,-35.0305995,31.579,5.748
UGC04776,137.53605,79.361,31.583,6.799
UGC01091,22.899612,8.4225292,31.585,5.399
UGC03604,105.591936,80.9531738,31.597,6.398
UGC02143,39.902334,36.0812222,31.598,4.176
NGC1015,39.5482155,-1.3187224,31.6,1.17
UGC06369,170.364051,57.7684448,31.6,5.955
ESO378-016,175.0626795,-35.1501086,31.603,6.474
UGC04103,120.2160135,79.3637529,31.611,6.521
ESO463-007,309.289812,-31.3456236,31.626,6.904
NGC6759,286.737984,50.3478203,31.628,4.46
NGC3281D,158.57922,-34.4033927,31.653,7.939
UGC08662,205.321929,33.772607,31.657,5.194
NGC4532,188.580624,6.4680482,31.668,4.908
UGC11818,326.8172505,72.4721111,31.675,5.421
UGC07086,181.483704,77.5051394,31.676,7.422
NGC4304,185.553081,-33.4844761,31.685,5.401
NGC3912,177.5186115,26.4791929,31.686,5.499
NGC2725,135.263427,11.0983393,31.7,7.477
NGC5676,218.1951975,49.4578642,31.707,5.929
NGC4255,184.7339775,4.7860221,31.715,5.304
NGC4997,197.465088,-16.5164318,31.715,5.209
ESO501-059,159.4562295,-27.1211527,31.726,6.854
NGC5362,208.722141,41.3135084,31.733,5.685
ESO380-002,183.727854,-35.5994536,31.747,5.599
UGC11457,293.6422425,53.11405,31.749,4.535
NGC4866,194.862711,14.1709946,31.751,4.732
NGC3900,177.2893785,27.0220369,31.757,5.522
NGC6675,279.360393,40.0578336,31.77,4.611
ESO446-031,213.375249,-29.5945944,31.774,5.539
ESO509-070,203.8441185,-22.9933937,31.774,5.263
UGC04393,126.518238,45.9676154,31.792,6.107
NGC5254,204.907938,-11.4938611,31.796,5.552
NGC7174,330.5278935,-31.9922415,31.8,2.77
NGC7176,330.535191,-31.9902362,31.8,2.77
NGC0489,20.474667,9.206529,31.801,5.494
UGC08876,209.241906,45.9732425,31.808,5.737
UGC05031,142.416291,77.1891389,31.812,6.73
NGC2196,93.040191,-21.8059326,31.822,6.213
NGC3045,148.3236885,-18.6450538,31.824,7.705
NGC2770,137.39034,33.1234992,31.834,7.6
IC0284,46.5413955,42.3720219,31.835,3.992
ESO380-001,183.688008,-35.5098139,31.842,5.608
UGC09232,216.113652,32.951921,31.845,5.744
NGC1416,55.2619995,-22.7191667,31.858,5.248
NGC3625,170.1304395,57.7814123,31.864,5.95
NGC3589,168.806658,60.7009674,31.886,6.121
NGC3669,171.361575,57.7212495,31.889,5.924
NGC5425,210.1986585,48.443878,31.89,5.711
NGC7167,330.127542,-24.6325484,31.899,6.848
NGC5322,207.313452,60.1904759,31.9,2.06
ESO428-028,110.9108445,-30.0510099,31.903,7.695
ESO404-027,330.948978,-32.2845319,31.926,7.249
UGC12281,344.8032525,13.6055408,31.933,4.789
UGC07739,188.6877,6.3009,31.943,4.925
UGC08114,195.1043325,13.6703409,31.954,4.763
NGC1924,82.008234,-5.3106499,31.983,5.228
ESO566-025,148.4304525,-18.6627381,31.985,7.722
ESO511-008,212.869005,-26.2039385,31.999,5.508
NGC1309,50.5273125,-15.4000556,32.0,0.88
ESO491-001,102.333249,-26.4412489,32.012,6.811
UGC12921,0.587649,77.2568648,32.013,5.688
NGC2780,138.184908,34.9255443,32.019,7.88
UGC00990,21.3500175,10.7969442,32.03,5.431
UGC08714,206.621859,60.3708654,32.04,6.506
NGC5376,208.8169215,59.5066316,32.041,6.586
UGC06344,170.096712,57.7417427,32.043,5.939
ESO507-065,195.2705955,-26.0910122,32.062,5.312
UGC09046,212.1157395,47.9703718,32.07,5.906
UGC11214,275.7217425,12.4296495,32.071,4.687
NGC1186,46.3785,42.8354444,32.075,3.946
NGC4268,184.946751,5.2837304,32.084,5.216
NGC2268,108.572667,84.38225,32.1,2.07
NGC2271,100.720911,-23.4758596,32.1,2.07
NGC4234,184.287972,3.682903,32.103,5.308
NGC1171,45.9958335,43.39825,32.118,3.931
NGC2634A,132.1589265,73.9393089,32.118,6.199
UGC00622,15.1171665,47.9952222,32.149,4.107
UGC02864,57.6898725,74.1267444,32.155,5.124
NGC3173,153.645426,-27.6927494,32.167,7.952
NGC5813,225.2970015,1.7020032,32.167,2.67
ESO428-012,109.005939,-28.7488972,32.172,7.568
ESO427-022,104.619771,-28.7677711,32.181,7.133
NGC1222,47.236416,-2.9551667,32.193,4.715
NGC2695,133.6127925,-3.0670235,32.2,2.08
NGC5044,198.8498175,-16.3853435,32.2,2.08
NGC5452,208.6031745,78.2206121,32.213,7.346
NGC5481,211.6718295,50.7232928,32.219,6.322
NGC7172,330.50745,-31.870171,32.226,7.305
UGC07531,186.5495235,-1.3045554,32.237,5.313
UGC08085,194.5722315,14.55694,32.238,4.768
UGC03808,110.25894,25.1786725,32.245,5.865
NGC5464,211.768314,-30.0170749,32.249,5.517
IC0163,27.3128385,20.7111052,32.269,4.556
UGC06791,177.3483855,26.7415879,32.278,5.483
UGC12003,335.313,73.683998,32.281,5.673
NGC2336,111.766875,80.1780556,32.29,6.355
NGC2779,138.117885,35.0537775,32.3,7.442
IC4351,209.475936,-29.3156863,32.316,5.52
NGC7154,328.8376245,-34.8140833,32.333,7.357
NGC0573,22.705611,41.2572633,32.349,4.214
IC5131,326.855469,-34.8836786,32.357,7.514
ESO446-045,214.4673015,-32.3041442,32.366,5.411
UGC11678,316.280667,66.7730278,32.385,5.233
UGC06637,175.103616,28.3738965,32.391,5.779
UGC12504,349.6198335,77.3202335,32.391,5.937
ESO555-002,87.6112635,-19.7258751,32.401,6.067
UGC08988,210.8343615,60.9901968,32.424,6.638
IC1596,13.678461,21.5225154,32.425,4.948
NGC5337,208.095921,39.6872502,32.427,5.874
ESO490-012,98.2166565,-25.7225049,32.431,6.679
ESO437-042,160.3655025,-31.780267,32.447,7.42
UGC00477,11.5547625,19.4899154,32.453,5.147
ESO509-074,203.9223225,-24.0737923,32.457,5.38
IC3253,185.9384535,-34.6221551,32.461,5.678
NGC6911,304.9097505,66.7283611,32.47,5.229
UGC12648,352.9729755,-2.1560894,32.473,5.682
IC3617,189.8532,7.965436,32.496,4.853
NGC3258,157.2233025,-35.6053856,32.5,2.1
NGC3294,159.067704,37.3246539,32.5,2.12
ESO601-034,333.727725,-21.2625764,32.505,7.125
NGC7184,330.665709,-20.8129528,32.508,6.853
ESO466-047,330.691299,-31.9551925,32.523,7.339
UGC05107,143.781177,5.1200508,32.529,6.905
NGC5777,222.8243715,58.9780613,32.539,6.846
UGC12707,354.1719585,17.5156667,32.551,4.95
UGC08282,197.9653305,60.2472711,32.556,6.463
NGC1889,80.647245,-11.4967502,32.559,5.868
UGC04725,135.230175,31.9931344,32.569,7.483
UGC01070,22.4993745,40.9737778,32.578,4.196
UGC10041,237.2553945,5.1887587,32.582,7.614
ESO575-053,196.270602,-22.3839854,32.588,5.22
UGC12495,349.701588,16.6268237,32.595,4.795
IC4393,214.4539965,-31.3491572,32.617,5.475
NGC4355,186.727611,-0.877567,32.632,5.254
UGC00608,14.7594,48.018902,32.651,4.061
UGC02443,44.589645,-2.0418398,32.656,4.677
ESO547-011,47.3752005,-17.4160695,32.658,5.963
UGC02906,60.2544165,74.0838889,32.664,5.192
UGC04389,126.950625,73.6513333,32.664,6.04
NGC5689,218.8736925,48.7415561,32.669,5.969
UGC04263,123.8674815,78.8622449,32.676,6.373
UGC09355,217.3350975,79.2413469,32.678,7.223
UGC10020,236.435445,20.5604397,32.68,6.6
NGC6869,300.176709,66.2275556,32.7,2.11
NGC5097,200.2486665,-12.4712361,32.704,5.533
UGC06526,173.1643845,35.3283596,32.704,6.066
UGC04395,126.4483215,28.1181775,32.712,7.472
NGC6181,248.087955,19.824008,32.73,5.832
ESO427-027,105.608709,-28.7100278,32.736,7.37
ESO377-021,167.735622,-35.9836264,32.743,6.77
ESO438-003,166.485633,-30.0736522,32.759,5.85
ESO428-025,110.72232,-32.092906,32.769,7.697
NGC5707,219.378267,51.5618775,32.78,6.252
NGC6615,274.6393425,13.2649621,32.803,4.825
UGC06610,174.6833535,33.8047583,32.815,6.053
NGC7183,330.590094,-18.9165097,32.83,6.831
ESO445-076,208.7307465,-29.1378209,32.837,5.524
IC2445,138.3025965,31.8082262,32.839,7.771
UGC10058,237.600666,25.9225928,32.85,6.519
UGC06070,164.9428305,33.3918021,32.872,6.416
NGC6925,308.585718,-31.9808826,32.876,6.957
NGC4250,184.3597605,70.8024473,32.88,6.706
IC0508,127.0930545,25.1246843,32.886,7.371
UGC04922,139.652394,47.8723535,32.887,6.373
NGC3066,150.5454165,72.12525,32.888,6.04
ESO576-022,199.2305595,-17.9449833,32.892,5.237
ESO601-036,333.852801,-19.5849581,32.904,7.113
NGC4215,183.977157,6.4011424,32.914,5.226
ESO602-003,334.2116655,-21.2500228,32.926,7.261
UGC06192,167.3015505,61.3963489,32.928,6.122
NGC3389,162.1163595,12.5331631,32.95,4.57
ESO580-029,221.890395,-19.7641799,32.959,5.777
UGC09112,213.441042,47.6591103,32.979,6.562
IC4582,236.413776,28.0885226,32.985,6.455
NGC4682,191.8144995,-10.0634444,32.985,5.363
UGC12857,359.1976635,1.3542306,32.992,5.726
ESO514-006,229.795578,-24.429697,33.007,5.411
ESO508-035,199.4496525,-26.9025099,33.023,5.454
NGC2292,101.915424,-26.7488318,33.035,6.729
UGC09448,219.7465575,51.1206826,33.042,6.258
UGC04390,126.96501,73.5170624,33.044,6.031
UGC05110,144.33534,73.3846596,33.062,6.191
ESO509-090,204.834192,-25.9661588,33.064,5.481
IC0863,199.301598,-17.2544453,33.069,5.301
NGC4269,184.954905,6.0149429,33.084,5.235
NGC1184,49.187589,80.793378,33.101,6.22
UGC01538,30.8370915,23.7606329,33.114,4.373
UGC09364,218.339814,6.877689,33.116,7.083
ESO576-007,197.945898,-18.7920014,33.123,5.22
UGC07396,185.140761,0.7880744,33.15,5.33
NGC4385,186.428244,0.5726589,33.161,5.237
NGC7693,353.2936935,-1.2920228,33.165,5.704
UGC04762,136.4039535,45.322368,33.169,6.619
NGC2633,132.0193335,74.0987778,33.174,6.137
UGC09452,219.828987,53.8756692,33.175,6.846
NGC1530,65.8629165,75.2955556,33.189,5.318
UGC06512,172.935801,34.333426,33.2,6.079
UGC02081,39.0040125,0.4201873,33.218,4.738
NGC0678,27.353541,21.9972778,33.219,4.564
UGC09730,226.0123755,77.63425,33.231,6.946
UGC11636,311.8639995,64.4793056,33.235,5.073
UGC03564,102.651405,16.3557551,33.243,5.301
IC2271,124.582134,24.5268823,33.247,7.392
UGC04777,136.6688025,34.6190539,33.249,7.815
IC0718,174.9698385,8.8745163,33.25,5.392
NGC7716,354.1310445,0.2972754,33.254,5.686
UGC02411,44.6974605,75.744528,33.254,5.566
UGC06412,171.0446745,58.5806818,33.268,5.969
ESO509-064,203.6636115,-23.6804254,33.271,5.409
ESO602-016,335.849463,-18.1252528,33.287,6.982
ESO491-011,104.021352,-26.2807581,33.297,7.326
ESO580-004,219.3107055,-18.6786868,33.299,5.971
UGC04260,122.785749,46.4656754,33.299,5.797
UGC08840,208.7816685,39.9364374,33.303,6.035
ESO446-039,214.024098,-30.2806511,33.308,5.486
NGC5030,198.4756035,-16.4909444,33.311,5.396
UGC12434,348.522435,13.1777905,33.311,4.95
ESO490-041,101.5917285,-26.1087083,33.313,6.737
NGC2992,146.425173,-14.3263754,33.314,7.871
UGC11295,278.285625,75.4011111,33.314,6.277
UGC02519,47.3302485,80.1310663,33.318,6.244
ESO508-011,196.9369455,-22.8578731,33.334,5.239
UGC03671,107.766,78.403801,33.338,5.836
NGC7378,341.948829,-11.8166513,33.344,6.637
NGC2966,145.5478335,4.6731389,33.353,6.921
UGC07184,182.83296,1.492307,33.354,5.432
NGC4197,183.6605715,5.8055651,33.359,5.26
ESO380-025,186.1425225,-35.410194,33.36,5.967
NGC5017,198.227079,-16.7657904,33.371,5.384
NGC2993,146.4513015,-14.3683584,33.39,7.855
ESO601-031,333.4153905,-21.7341732,33.396,7.264
UGC02554,47.2281735,41.4668545,33.399,3.86
NGC1163,45.092094,-17.1525086,33.401,5.786
NGC5700,219.2565735,48.5449266,33.423,6.076
UGC01294,27.554484,23.158176,33.433,4.58
ESO576-030,199.7461965,-18.5880157,33.472,5.25
UGC06372,170.3840235,39.2995974,33.491,6.249
NGC7171,330.2582385,-13.2697095,33.508,6.633
UGC02482,45.2637285,-0.7434122,33.541,4.699
IC4177,196.6206255,-13.5716389,33.543,5.511
NGC5109,200.2180545,57.6448147,33.543,6.535
ESO533-014,334.9610505,-26.3415819,33.544,7.239
UGC07411,185.392002,4.7794754,33.551,5.281
NGC1121,42.663333,-1.7340417,33.554,4.787
NGC5089,199.913901,30.256512,33.566,5.27
ESO533-005,333.933093,-25.9760071,33.595,7.252
IC0540,142.542933,7.9027107,33.595,6.845
ESO532-022,332.2963545,-27.1672891,33.602,7.347
UGC06416,171.092085,39.2456993,33.633,6.236
NGC5846A,226.621404,1.5949616,33.637,7.176
NGC6923,307.9126665,-30.8319167,33.663,6.972
UGC12641,352.7275005,20.2507778,33.675,4.641
ESO533-028,336.6640485,-24.8716387,33.685,7.257
ESO545-015,36.4926165,-19.6927128,33.695,4.904
UGC11382,283.489815,74.660004,33.695,6.062
UGC09570,222.8998365,58.9541612,33.722,6.862
UGC05376,150.1128285,3.3743914,33.732,6.836
ESO533-004,333.512508,-26.9377026,33.749,7.304
NGC1338,52.227489,-12.1533534,33.761,4.764
UGC01197,25.637661,18.3057323,33.794,4.726
IC0630,159.639654,-7.1716859,33.798,6.527
UGC05050,142.7956095,76.4650903,33.799,6.483
NGC3648,170.6312475,39.8769064,33.8,6.247
ESO576-021,199.220862,-17.8987866,33.814,5.362
NGC3445,163.648758,56.9901055,33.821,5.896
ESO379-017,179.83233,-34.9212046,33.843,5.887
UGC11616,310.306401,63.5106884,33.843,5.12
IC0381,71.1185415,75.6397222,33.848,5.252
NGC4658,191.157417,-10.0831111,33.858,5.343
ESO427-034,106.856493,-28.226484,33.868,7.756
UGC04378,126.37185,69.899696,33.869,5.698
IC1438,334.1211585,-21.4307468,33.89,7.309
UGC03654,109.4449995,85.7133056,33.895,6.39
UGC06307,169.417713,38.0526299,33.897,6.242
NGC2634,132.1059585,73.9671111,33.9,2.19
ESO501-092,161.4055935,-23.0081693,33.915,6.698
NGC3193,154.6036815,21.8940033,33.933,2.82
NGC0357,15.841146,-6.3392361,33.948,5.491
UGC04739,135.951666,69.4871667,33.956,5.905
UGC11152,273.1346025,18.5991471,33.984,4.789
UGC04418,126.8653245,25.7244256,33.993,7.248
NGC5602,215.578497,50.5013706,33.995,6.893
NGC3073,150.2169585,55.6188799,34.0,2.2
ESO462-032,307.9799955,-30.3370481,34.009,6.978
NGC5714,219.5479515,46.6382986,34.013,6.436
ESO580-030,221.897664,-18.0705095,34.022,5.914
NGC5744,221.661063,-18.5132686,34.022,5.893
NGC1231,46.6220625,-15.5690972,34.029,4.962
NGC4663,191.196042,-10.1977496,34.036,5.336
UGC01753,34.132401,28.2035684,34.042,4.287
UGC10119,238.6591245,79.1735,34.048,6.772
ESO467-002,331.5399945,-31.0882807,34.064,7.466
IC1445,336.376416,-17.2433522,34.065,6.956
NGC4287,185.201988,5.6397973,34.081,5.296
ESO500-006,152.6458515,-25.8232226,34.084,7.937
UGC08742,207.4068585,38.9206208,34.085,5.971
UGC12690,353.9166975,1.1981971,34.086,5.667
NGC0865,34.062792,28.5995906,34.087,4.271
ESO385-030,217.330848,-33.4549877,34.095,5.034
ESO378-025,177.3711255,-33.6414136,34.142,6.57
UGC04845,138.107742,9.9555328,34.15,6.967
UGC01110,23.3237175,13.3322413,34.152,4.965
UGC03431,94.840125,76.8116944,34.158,5.446
NGC7537,348.6438585,4.4983436,34.159,5.464
NGC2935,144.186954,-21.1281159,34.16,3.45
NGC7710,353.94234,-2.8808829,34.168,5.56
NGC1843,78.5255685,-10.6268553,34.172,5.162
NGC2481,119.3072355,23.7677168,34.174,7.048
NGC5757,221.943381,-19.0784996,34.2,5.762
IC4391,214.112751,-31.6848833,34.215,5.257
IC1711,22.7302785,17.1884595,34.225,4.918
NGC1032,39.8485005,1.0938333,34.228,4.792
NGC5240,203.9799645,35.5882516,34.228,5.704
IC4237,201.1365285,-21.1368377,34.233,5.257
ESO358-014,53.238648,-35.737525,34.252,4.183
NGC3471,164.7874785,61.5306337,34.255,5.99
NGC3182,154.8875955,58.2057721,34.262,5.967
UGC07168,182.627583,70.3693727,34.267,6.801
UGC10043,237.172131,21.8695246,34.27,6.531
UGC04151,121.07775,77.8166389,34.272,6.085
NGC2550,126.140166,74.0123056,34.289,5.974
NGC5296,206.577792,43.8513471,34.296,6.388
UGC10086,238.671828,16.6172086,34.322,6.46
UGC07160,182.5251,70.403603,34.326,6.805
UGC04834,137.9622345,34.9633504,34.34,7.96
UGC04066,119.0649585,78.0134167,34.341,6.057
UGC10297,243.870171,18.9047852,34.352,6.328
NGC2480,119.293473,23.7797771,34.357,7.045
UGC02199,40.850454,1.7571307,34.359,4.806
ESO380-016,184.997583,-34.6659964,34.422,6.588
UGC07039,180.9606345,16.5545405,34.423,5.177
UGC08684,205.566807,60.7769092,34.432,6.865
UGC08731,207.02835,36.1308565,34.44,5.889
UGC07625,187.3861395,0.8395185,34.445,5.162
IC2099,72.717126,-4.8927647,34.446,5.175
NGC1681,72.958614,-5.8032343,34.462,5.184
IC0167,27.785625,21.9128056,34.467,4.629
UGC09764,227.659227,64.8986237,34.467,6.57
UGC11123,271.9083915,28.4873005,34.473,5.281
UGC03457,95.460417,0.3661389,34.475,5.701
IC0334,56.321178,76.6383482,34.478,5.899
NGC0522,21.190962,9.9943095,34.478,4.915
NGC5903,229.652133,-24.0685581,34.5,2.23
UGC06455,171.8414175,40.013067,34.501,6.182
UGC08798,208.200051,43.8279831,34.513,6.553
UGC11613,309.934134,63.5982731,34.515,5.226
NGC4277,185.015535,5.3409466,34.52,5.32
NGC1665,72.0711045,-5.427625,34.522,5.232
ESO545-005,35.0254485,-19.7507449,34.524,4.71
NGC3652,170.662611,37.765097,34.544,6.198
NGC6547,271.291638,25.2326656,34.546,5.164
UGC02688,50.3329425,41.9319302,34.567,3.918
UGC03276,80.3179455,76.3557106,34.567,5.138
NGC3674,171.610836,57.0483164,34.571,5.98
UGC06222,167.7686925,34.5697403,34.583,6.28
UGC02605,48.7083,40.266701,34.584,3.893
ESO443-021,194.941206,-29.6002326,34.585,5.641
UGC03258,77.6791665,0.4082778,34.605,5.014
NGC0518,21.073323,9.3308483,34.61,4.92
UGC07164,182.59215,70.515404,34.612,6.821
NGC1321,51.2023755,-3.0156111,34.619,4.619
NGC1666,72.136854,-6.5700972,34.636,5.225
UGC07370,184.9178085,2.0800319,34.636,5.34
UGC04824,137.890446,51.2544099,34.648,6.188
UGC04413,127.4622915,73.8563889,34.649,5.845
NGC0694,27.743772,21.9969424,34.701,4.655
NGC3292,158.893416,-6.1796389,34.701,6.458
NGC5665,218.107317,8.0785656,34.709,6.241
NGC2377,111.2366505,-9.6592598,34.714,7.266
UGC08676,205.456434,47.8889052,34.722,6.415
UGC08795,208.201875,37.4908056,34.726,6.078
ESO443-008,193.6804245,-28.5718006,34.739,5.609
UGC06428,171.224886,37.9251606,34.757,6.162
UGC12010,335.828085,5.5338638,34.761,5.42
IC4538,230.2983,-23.6583891,34.767,5.428
NGC5666,218.2883175,10.5108169,34.769,6.511
NGC3225,156.29121,58.149972,34.778,5.915
NGC4897,195.2206035,-13.4497917,34.778,5.341
NGC7208,332.1017085,-29.0511944,34.778,7.527
NGC6155,246.534687,48.3667871,34.781,6.156
UGC05480,152.556597,58.4897354,34.786,5.915
IC0529,139.63647,73.7596962,34.79,5.888
NGC3610,169.605291,58.7862361,34.8,2.25
NGC7541,348.6827625,4.533989,34.8,3.13
NGC2882,141.650307,7.9544429,34.806,6.81
UGC12307,345.299217,12.7238894,34.806,5.001
ESO404-012,329.2799475,-34.5821429,34.809,7.387
UGC08767,207.7990665,43.5555586,34.81,6.551
NGC4412,186.650277,3.9647883,34.818,5.293
ESO532-032,333.2216415,-25.6427849,34.831,7.314
IC1730,27.491334,22.0122222,34.836,4.675
UGC09638,224.5406085,58.871789,34.857,6.898
UGC01287,27.436653,22.3744724,34.859,4.679
ESO447-030,219.9431445,-32.6692319,34.866,4.954
NGC5492,212.6467245,19.6122486,34.866,6.078
NGC7371,341.5155135,-11.0011304,34.892,6.62
UGC09126,213.9188385,16.5490311,34.907,6.343
NGC5350,208.340064,40.3639366,34.909,6.343
UGC04837,138.0397335,35.5315899,34.912,7.958
NGC5682,218.687841,48.669722,34.923,6.894
UGC12709,354.350103,0.3914687,34.924,5.574
UGC09356,218.223087,11.5950192,34.93,6.61
UGC07579,186.980784,5.7211581,34.949,5.261
ESO602-015,335.7095145,-20.3502355,34.95,7.33
NGC5031,198.5135175,-16.123079,34.952,5.561
UGC09857,231.63072,41.7252404,34.958,6.541
UGC05401,150.630579,19.0329467,34.961,6.385
UGC05347,149.318787,4.5265981,34.968,6.809
ESO442-026,193.0552335,-29.840649,34.979,5.779
